"73050","MFR"
"74713","MFR"
"74780","MFR"
"74755","MFR"
"73604","MFR"
"74631","MFR"
"74632","MFR"
"74628","MFR"
"74629","MFR"
"74217","MFR"
"7354","MFR"
"67162","MFR"
"67526","MFR"
"74136","MFR"
"74140","MFR"
"74379","MFR"
"74247","MFR"
"74237","MFR"
"74236","MFR"
"74235","MFR"
"74074","MFR"
"74075","MFR"
"44169","MFR"
"74073","MFR"
"74072","MFR"
"43329","MFR"
"71204","MFR"
"8523","MFR"
"44179","MFR"
"43400","MFR"
"614","MFR"
"5143","MFR"
"3139","MFR"
"5147","MFR"
"5967","MFR"
"20090","MFR"
"73387","MFR"
"73129","MFR"
"49797","MFR"
"43532","MFR"
"11899","MFR"
"14333","MFR"
"11900","MFR"
"16522","MFR"
"29506","MFR"
"47983","MFR"
"43846","MFR"
"44117","MFR"
"43484","MFR"
"50122","MFR"
"50130","MFR"
"50121","MFR"
"50823","MFR"
"11919","MFR"
"51050","MFR"
"48123","MFR"
"49957","MFR"
"50001","MFR"
"30727","MFR"
"50443","MFR"
"50585","MFR"
"50586","MFR"
"50484","MFR"
"50227","MFR"
"50160","MFR"
"50098","MFR"
"50117","MFR"
"43511","MFR"
"50327","MFR"
"50424","MFR"
"50115","MFR"
"50217","MFR"
"13833","MFR"
"49563","MFR"
"44016","MFR"
"43250","MFR"
"43251","MFR"
"43308","MFR"
"43324","MFR"
"43840","MFR"
"50802","MFR"
"49562","MFR"
"43194","MFR"
"47493","MFR"
"47557","MFR"
"49955","MFR"
"42960","MFR"
"42952","MFR"
"50758","MFR"
"36788","MFR"
"48615","MFR"
"50000","MFR"
"47216","MFR"
"47220","MFR"
"47225","MFR"
"49876","MFR"
"49070","MFR"
"49068","MFR"
"43309","MFR"
"43310","MFR"
"43323","MFR"
"48618","MFR"
"37185","MFR"
"50407","MFR"
"9788","MFR"
"9766","MFR"
"9765","MFR"
"9764","MFR"
"9727","MFR"
"9703","MFR"
"9619","MFR"
"9618","MFR"
"9594","MFR"
"9593","MFR"
"9585","MFR"
"9554","MFR"
"9543","MFR"
"9542","MFR"
"9528","MFR"
"9527","MFR"
"9526","MFR"
"9525","MFR"
"9524","MFR"
"9449","MFR"
"9448","MFR"
"9363","MFR"
"9362","MFR"
"9361","MFR"
"9355","MFR"
"9348","MFR"
"9347","MFR"
"9342","MFR"
"9301","MFR"
"9264","MFR"
"9254","MFR"
"9253","MFR"
"9225","MFR"
"9175","MFR"
"9174","MFR"
"9173","MFR"
"9172","MFR"
"9162","MFR"
"9126","MFR"
"9120","MFR"
"8986","MFR"
"8917","MFR"
"8916","MFR"
"82210","MFR"
"44254","MFR"
"5193","MFR"
"42862","MFR"
"81364","MFR"
"75901","MFR"
"75863","MFR"
"75862","MFR"
"75861","MFR"
"76372","MFR"
"73409","MFR"
"73493","MFR"
"72981","MFR"
"69474","MFR"
"68673","MFR"
"44168","MFR"
"74088","MFR"
"74061","MFR"
"49270","MFR"
"209","MFR"
"73840","MFR"
"73839","MFR"
"73436","MFR"
"73721","MFR"
"73720","MFR"
"73719","MFR"
"70738","MFR"
"70737","MFR"
"70736","MFR"
"70735","MFR"
"73718","MFR"
"72724","MFR"
"72739","MFR"
"72737","MFR"
"72727","MFR"
"72726","MFR"
"1765","MFR"
"73797","MFR"
"71907","MFR"
"72190","MFR"
"73123","MFR"
"73122","MFR"
"73121","MFR"
"73120","MFR"
"73485","MFR"
"72542","MFR"
"70493","MFR"
"73638","MFR"
"73639","MFR"
"73612","MFR"
"73527","MFR"
"73613","MFR"
"73528","MFR"
"73526","MFR"
"68533","MFR"
"70786","MFR"
"70784","MFR"
"71050","MFR"
"70785","MFR"
"73534","MFR"
"72392","MFR"
"73117","MFR"
"72269","MFR"
"73118","MFR"
"73119","MFR"
"73116","MFR"
"72061","MFR"
"12238","MFR"
"41935","MFR"
"73125","MFR"
"73126","MFR"
"72310","MFR"
"73124","MFR"
"72325","MFR"
"72324","MFR"
"71004","MFR"
"72275","MFR"
"69737","MFR"
"69738","MFR"
"71094","MFR"
"8465","MFR"
"8464","MFR"
"73180","MFR"
"73177","MFR"
"73182","MFR"
"73181","MFR"
"73179","MFR"
"73178","MFR"
"73064","MFR"
"72192","MFR"
"69637","MFR"
"72216","MFR"
"72217","MFR"
"70399","MFR"
"69017","MFR"
"70837","MFR"
"73256","MFR"
"69640","MFR"
"71190","MFR"
"73040","MFR"
"69880","MFR"
